Time,data
1501.404,-0.656551718711853
1502.552,0.18503400683403015
1504.404,0.689230740070343
1506.204,-0.4153846204280853
1507.652,-0.8949999809265137
1508.256,-0.6974790096282959
1508.504,-0.21666666865348816
1508.904,0.23770491778850555
1509.052,0.36528927087783813
1511.404,-0.10000000149011612
1513.004,-0.5084112286567688
1513.356,-0.5761467814445496
1513.852,-0.3909091055393219
1515.352,0.5185185074806213
1516.304,0.8524271845817566
1516.952,0.407920777797699
1582.552,0.6734374761581421
1582.904,0.5052631497383118
1583.504,0.10625000298023224
1584.252,-0.3871999979019165
1584.652,-0.5767441987991333
1585.004,-0.6099173426628113
1585.552,-0.3256198465824127
1585.904,-0.009999999776482582
1587.852,0.44385963678359985
1588.204,0.5522124171257019
1589.152,0.10862068831920624
1589.504,-0.24067796766757965
1589.704,-0.42300885915756226
1590.104,-0.6241379380226135
1591.408,0.04035087674856186
1592.752,0.5914530158042908
1593.304,0.7051724195480347
1594.604,-0.4280991852283478
1597.004,-0.5694656372070312
1597.704,-0.2125874161720276
1598.352,0.2461538463830948
1598.704,0.4468965530395508
1599.852,0.13378378748893738
1600.204,-0.14109589159488678
1600.904,-0.40136054158210754
1601.004,-0.3881579041481018
1601.852,-0.28129032254219055
1603.504,0.3210526406764984
1603.604,0.3659864068031311
1604.452,0.5006896257400513
1604.804,0.4101449251174927
1606.252,-0.3955555558204651
1606.704,-0.930232584476471
1607.108,-0.9215384721755981
1607.652,-0.4209677278995514
1608.704,0.6428571343421936
1610.004,0.7839999794960022
1610.252,0.5983740091323853
1611.204,-0.19516128301620483
1611.552,-0.7120689749717712
1612.504,-0.6218487620353699
1612.852,-0.29491525888442993
1613.452,0.27241379022598267
1614.004,0.684297502040863
1614.604,0.6578512191772461
1615.808,-0.3333333432674408
1618.752,-0.1247706413269043
1620.052,0.36822429299354553
1622.904,-0.37142857909202576
1623.152,-0.537864089012146
1624.452,-0.25333333015441895
1625.256,0.3161904811859131
1626.404,0.5376147031784058
1628.604,-0.8018518686294556
1630.752,-0.07592592388391495
1631.104,0.5037037134170532
1633.452,-0.1818181872367859
1634.408,-0.7169811129570007
1635.352,-0.44380950927734375
1636.008,0.201904758810997
1636.304,0.5150943398475647
1638.404,-0.16893203556537628
1638.756,-0.592380940914154
1638.904,-0.7365384697914124
1640.152,-0.12745098769664764
1641.456,0.8235294222831726
1642.408,0.8533333539962769
1642.652,0.50754714012146
1643.704,-0.4132075607776642
1645.204,-0.6410714387893677
1646.152,-0.07567567378282547
1647.452,0.7247863411903381
1647.804,1.0347826480865479
1648.752,0.3354838788509369
1649.104,-0.24274809658527374
1650.552,-0.7140495777130127
1650.652,-0.6198473572731018
1651.052,-0.6634146571159363
1652.004,0.0827067643404007
1652.356,0.49850746989250183
1652.904,0.8472440838813782
1653.852,0.2451612949371338
1654.408,-0.5180327892303467
1655.704,-0.6290598511695862
1656.652,-0.003389830468222499
1657.004,0.4280991852283478
1657.604,0.7169491648674011
1657.952,0.6032520532608032
1658.752,0.036363635212183
1659.052,-0.27213114500045776
1659.704,-0.6508196592330933
1660.304,-0.6066115498542786
1660.404,-0.5233333110809326
1660.752,-0.203125
1661.152,0.13333334028720856
1662.904,0.4551181197166443
1664.304,0.04848484694957733
1665.304,-0.3753846287727356
1665.504,-0.3955223858356476
1666.504,-0.21014492213726044
1667.904,0.45611509680747986
1668.204,0.7242857217788696
1668.904,0.5787234306335449
1669.904,-0.13918918371200562
1670.604,-0.6506666541099548
1670.952,-0.7093167901039124
1671.152,-0.699999988079071
1672.404,0.2802547812461853
1672.652,0.5409638285636902
1674.152,0.4929411709308624
1675.204,-0.15294118225574493
1676.504,-0.5576470494270325
1676.652,-0.521142840385437
1677.304,-0.40714284777641296
1677.86,-0.06744185835123062
1679.204,0.3563218414783478
1679.952,0.3988235294818878
1680.404,0.23005780577659607
1681.252,-0.14181818068027496
1681.752,-0.3875776529312134
1682.204,-0.43144655227661133
1682.552,-0.34701988101005554
1685.004,0.6629370450973511
1686.304,0.5926470756530762
